member_id,user,book,publisher,gender,id_authors,id,stage_id,name
res_partner_carlos,Carlos Meyers Smith,Patapim e patapam (Le formiche),Baldini&amp,carta,Antonio Albanese,library_checkout_P0005915,Borrowed,P0005915
res_partner_laura,Laura Reed Fritz,Wouldn't Take Nothing for My Journey Now,Random House,ensayo,MAYA ANGELOU,library_checkout_P0005916,Canceled,P0005916
res_partner_erin,Erin Parks Lee,Downtown,HarperTorch,carta,Anne Rivers Siddons,library_checkout_P0005917,Borrowed,P0005917
res_partner_connor,Connor Brady Massey,"The New Hugo Winners, Vol. 2",Baen,ensayo,Isaac Asimov,library_checkout_P0005918,Returned,P0005918
res_partner_beverly,Beverly Peterson Jones,Operating Instructions: A Journal of My Son's First Year,Ballantine Books,novela,Anne Lamott,library_checkout_P0005919,New,P0005919
res_partner_patricia,Patricia Watts Garcia,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Free Press,ensayo,Ben Mezrich,library_checkout_P0005920,New,P0005920
res_partner_jessica,Jessica Duran Allen,The Crystal Handbook,Signet Book,ensayo,Kevin Sullivan,library_checkout_P0005921,Returned,P0005921
res_partner_stephanie,Stephanie Massey Flores,The Blue Nowhere : A Novel,Pocket,ensayo,Jeffery Deaver,library_checkout_P0005922,New,P0005922
res_partner_daniel,Daniel Nguyen Martinez,Ill Wind (Anna Pigeon Mysteries (Paperback)),Avon Books,cuento,Nevada Barr,library_checkout_P0005923,Returned,P0005923
res_partner_cindy,Cindy Valentine Burns,Familientreffen.,Diogenes Verlag,novela,Ray Bradbury,library_checkout_P0005924,New,P0005924
res_partner_carlos,Carlos Meyers Smith,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Avon,crónica,Patricia D. Cornwell,library_checkout_P0005925,Borrowed,P0005925
res_partner_christine,Christine Thomas Carter,Colours of Survival,Zondervan,égloga,Adrian Plass,library_checkout_P0005926,Borrowed,P0005926
res_partner_joseph,Joseph Beasley Lee,Warrior Moon,Zebra Books,carta,Sara Orwig,library_checkout_P0005927,Returned,P0005927
res_partner_austin,Austin Martinez Warren,Neverwhere,Avon,cuento,Neil Gaiman,library_checkout_P0005928,Canceled,P0005928
res_partner_david,David Hale Manning,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON,Del Rey,carta,DAVID EDDINGS,library_checkout_P0005929,Borrowed,P0005929
res_partner_david,David Thomas Vazquez,The Cabinet of Curiosities,Warner Books,égloga,Douglas Preston,library_checkout_P0005930,Canceled,P0005930
res_partner_benjamin,Benjamin Coleman Flynn,Name &amp,Jane Sigaloff,crónica,Address Withheld (Red Dress Ink (Paperback)),library_checkout_P0005931,Returned,P0005931
res_partner_tom,Tom Carr Leach,The Reader,Random House,novela,Bernhard Schlink,library_checkout_P0005932,Borrowed,P0005932
res_partner_amanda,Amanda Thompson Bullock,Eat Right for Your Type,G. P. Putnam's Sons,crónica,Peter J. D'Adamo,library_checkout_P0005933,Borrowed,P0005933
res_partner_bryan,Bryan Sharp Hill,Hiding Place,Bantam Books,égloga,Corrie Ten Boom,library_checkout_P0005934,Borrowed,P0005934
res_partner_krista,Krista Mills Padilla,Atonement : A Novel,Anchor,ensayo,IAN MCEWAN,library_checkout_P0005935,Returned,P0005935
res_partner_stacy,Stacy Johnson Sanchez,Helden wie wir.,"Fischer (Tb.), Frankfurt",novela,Thomas Brussig,library_checkout_P0005936,New,P0005936
res_partner_rachel,Rachel Velez Williamson,Vanished,Delacorte Press,crónica,Danielle Steel,library_checkout_P0005937,Borrowed,P0005937
res_partner_april,April Hall Li,The Green Man : Tales from the Mythic Forest,Viking Juvenile,crónica,Ellen Datlow,library_checkout_P0005938,New,P0005938
res_partner_matthew,Matthew Garza Black,The Great Depression : America 1929-1941,Three Rivers Press,carta,ROBERT S. MCELVAINE,library_checkout_P0005939,Returned,P0005939
res_partner_jordan,Jordan Young Jones,Skipping Christmas,Doubleday,carta,JOHN GRISHAM,library_checkout_P0005940,Borrowed,P0005940
res_partner_jennifer,Jennifer Mayo Riley,The Kiss,Delacorte Press,novela,Danielle Steel,library_checkout_P0005941,Borrowed,P0005941
res_partner_sabrina,Sabrina Sanders Lowe,Pigs in Heaven,Harpercollins,cuento,Barbara Kingsolver,library_checkout_P0005942,Canceled,P0005942
res_partner_diana,Diana Johnson Carter,"The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5)",Dell,novela,Neal Barrett Jr.,library_checkout_P0005943,Borrowed,P0005943
res_partner_chelsea,Chelsea Hernandez White,The Count of Monte Cristo (Bantam Classics),Bantam,carta,ALEXANDRE DUMAS,library_checkout_P0005944,Canceled,P0005944
res_partner_maureen,Maureen Howell Humphrey,The Mad Dog 100 : The Greatest Sports Arguments of All Time,Doubleday,ensayo,Christopher Russo,library_checkout_P0005945,Canceled,P0005945
res_partner_rachel,Rachel Todd Meyer,Lark in the Morning,Farrar Straus &amp,novela,Nancy Garden,library_checkout_P0005946,Canceled,P0005946
res_partner_deborah,Deborah Butler Martinez,Cider with Rosie,Penguin Books Ltd,égloga,Laurie Lee,library_checkout_P0005947,Returned,P0005947
res_partner_dorothy,Dorothy Gonzales Sanders,"Komm, wir finden einen Schatz",Beltz,carta,Janosch,library_checkout_P0005948,New,P0005948
res_partner_abigail,Abigail Collins Flynn,Independence Day,HarperEntertainment,novela,Dean Devlin,library_checkout_P0005949,Canceled,P0005949
res_partner_robert,Robert Jones Huffman,The Mummies of Urumchi,W. W. Norton &amp,novela,E. J. W. Barber,library_checkout_P0005950,Borrowed,P0005950
res_partner_sheryl,Sheryl Martin Wilkerson,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Forge Books,ensayo,Carole Nelson Douglas,library_checkout_P0005951,Returned,P0005951
res_partner_shane,Shane Morales Hendricks,The Lovely Bones: A Novel,"Little, Brown",cuento,Alice Sebold,library_checkout_P0005952,Returned,P0005952
res_partner_derek,Derek Collins Cannon,Lady in Green/Minor Indiscretions (Signet Regency Romance),Signet Book,cuento,Barbara Metzger,library_checkout_P0005953,New,P0005953
res_partner_jamie,Jamie Scott Moore,Fg on Our Immigrant Ance,Avon,ensayo,J Smith,library_checkout_P0005954,Canceled,P0005954
res_partner_lawrence,Lawrence Brooks Chapman,"The Hutt Gambit (Star Wars: The Han Solo Trilogy, Vol. 2)",Bantam Books,cuento,A. C. Crispin,library_checkout_P0005955,New,P0005955
res_partner_stephanie,Stephanie Lee Miller,Das Meer und kleine Fische.,Heyne,carta,Terry Pratchett,library_checkout_P0005956,Borrowed,P0005956
res_partner_jeff,Jeff Cooper Greene,"Love, Medicine and Miracles",HarperCollins Publishers,crónica,M.D. Bernie S. Siegel,library_checkout_P0005957,Borrowed,P0005957
res_partner_dylan,Dylan Moody Wood,Black Gold,Aladdin,crónica,Marguerite Henry,library_checkout_P0005958,Borrowed,P0005958
res_partner_kathleen,Kathleen Taylor Mcdaniel,Dark Lady,Alfred A. Knopf,égloga,Richard North Patterson,library_checkout_P0005959,Returned,P0005959
res_partner_michelle,Michelle Stewart Garcia,Ghost Moon,Dell Publishing Company,novela,Karen Robards,library_checkout_P0005960,Canceled,P0005960
res_partner_stephen,Stephen Ramirez Jones,Babyville,Broadway,novela,JANE GREEN,library_checkout_P0005961,Returned,P0005961
res_partner_julia,Julia Miller Young,Nights Below Station Street,Emblem Editions,novela,David Adams Richards,library_checkout_P0005962,Returned,P0005962
res_partner_jack,Jack Gonzalez Mcdaniel,Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust,Citadel Press,carta,Adam Lebor,library_checkout_P0005963,Returned,P0005963
res_partner_lauren,Lauren Gallegos Thompson,Forever Amber Brown (Amber Brown (Paperback)),Jump at the Sun,novela,Paula Danziger,library_checkout_P0005964,Canceled,P0005964
res_partner_eric,Eric Hutchinson Cox,Teen Angst? Naaah . . . A Quasi-autobiography,Laurel-Leaf Books,crónica,Ned Vizzini,library_checkout_P0005965,Borrowed,P0005965
res_partner_matthew,Matthew Parker Johnson,Secret History,Penguin Putnam~childrens Hc,novela,Donna Tartt,library_checkout_P0005966,New,P0005966
res_partner_stephen,Stephen Smith Winters,Kick Ass: Selected Columns of Carl Hiaasen,Berkley Publishing Group,cuento,Carl Hiaasen,library_checkout_P0005967,Borrowed,P0005967
res_partner_desiree,Desiree Oconnell Campos,The Unbearable Lightness of Being,Harpercollins,crónica,Milan Kundera,library_checkout_P0005968,Borrowed,P0005968
res_partner_jordan,Jordan Young Jones,Fg on Our Immigrant Ance,Avon,ensayo,J Smith,library_checkout_P0005969,Returned,P0005969
res_partner_mikayla,Mikayla Mitchell York,Vielleicht lieber morgen.,Heyne,cuento,Stephen Chbosky,library_checkout_P0005970,Borrowed,P0005970
res_partner_antonio,Antonio Williams Meza,"Of Mice and Men (Steinbeck \Essentials\"")""",Penguin Books Ltd,carta,John Steinbeck,library_checkout_P0005971,Canceled,P0005971
res_partner_allison,Allison Ramirez Ayers,Acid Row,Putnam Publishing Group,ensayo,Minette Walters,library_checkout_P0005972,New,P0005972
res_partner_rachel,Rachel Todd Meyer,The Company of Cats : 20 Contemporary Stories of Family Cats,Galahad,novela,Michael J. Rosen,library_checkout_P0005973,Returned,P0005973
res_partner_clifford,Clifford Gutierrez Smith,La Guerre Des Boutons,Livre de Poche,égloga,Pergaud,library_checkout_P0005974,New,P0005974
res_partner_regina,Regina Thompson Wilson,The Carousel,Dell,crónica,Belva Plain,library_checkout_P0005975,Returned,P0005975
res_partner_bailey,Bailey Guzman Moore,Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),Dover Publications,égloga,A. C. Gordon,library_checkout_P0005976,Canceled,P0005976
res_partner_natasha,Natasha Torres Medina,The Breach,Last Knight Pub Co,égloga,Brian Kaufman,library_checkout_P0005977,Canceled,P0005977
res_partner_sabrina,Sabrina Sanders Lowe,Sunwing (Aladdin Fantasy),Aladdin,novela,Kenneth Oppel,library_checkout_P0005978,Canceled,P0005978
res_partner_nathan,Nathan Chase Ferguson,Dragonsinger (Harper Hall Trilogy),Bantam Books,ensayo,Anne McCaffrey,library_checkout_P0005979,New,P0005979
res_partner_sarah,Sarah Martinez Lewis,The Island of the Day Before,Penguin Books,carta,Umberto Eco,library_checkout_P0005980,New,P0005980
res_partner_stacy,Stacy Hayes Scott,Mere Christianity,Broadman &amp,ensayo,C. S. Lewis,library_checkout_P0005981,Canceled,P0005981
res_partner_allison,Allison Ramirez Ayers,Name &amp,Jane Sigaloff,crónica,Address Withheld (Red Dress Ink (Paperback)),library_checkout_P0005982,New,P0005982
res_partner_seth,Seth Alvarez Baker,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Del Rey Books,ensayo,Anne McCaffrey,library_checkout_P0005983,Borrowed,P0005983
res_partner_bryce,Bryce Gutierrez Decker,Sir Gawain and the Green Knight (Signet Classics (Paperback)),Signet Book,crónica,Burton Raffel,library_checkout_P0005984,New,P0005984
res_partner_debbie,Debbie Brown Marshall,The Mystery of the Poison Arrow Tree,Authors Choice Press,novela,Shel Arensen,library_checkout_P0005985,Borrowed,P0005985
res_partner_melissa,Melissa Olsen Robinson,Jurassic Park/Congo,Random House UK Ltd (A Division of Random House Group),cuento,Crichton Michael,library_checkout_P0005986,Canceled,P0005986
res_partner_keith,Keith Garcia Cook,The Giver (Readers Circle),Laurel Leaf,novela,LOIS LOWRY,library_checkout_P0005987,Borrowed,P0005987
res_partner_brandon,Brandon Anderson Flowers,Saving Private Ryan: A Novel,Signet Book,cuento,Max Allan Collins,library_checkout_P0005988,New,P0005988
res_partner_eddie,Eddie Bolton Gomez,"How to Make $1,000 a Minute: Negotiating Salaries and Raises",Ten Speed Pr,cuento,Jack Chapman,library_checkout_P0005989,Canceled,P0005989
res_partner_donald,Donald Brown Parker,Holding the Dream (Dream Trilogy),Jove Books,crónica,Nora Roberts,library_checkout_P0005990,New,P0005990
res_partner_timothy,Timothy Smith Johnson,Fatal Voyage,Pocket,cuento,Kathy Reichs,library_checkout_P0005991,Returned,P0005991
res_partner_nathaniel,Nathaniel Nelson Williams,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",Laurel Leaf,ensayo,PHILIP PULLMAN,library_checkout_P0005992,New,P0005992
res_partner_melissa,Melissa Lynn Wilson,Saving Grace,Ballantine Books,crónica,LEE SMITH,library_checkout_P0005993,Returned,P0005993
res_partner_elizabeth,Elizabeth Holland Bond,Martian Chronicles,William Morrow,carta,Ray Bradbury,library_checkout_P0005994,Canceled,P0005994
res_partner_rachel,Rachel Nichols Turner,The Fly on the Wall,HarperTorch,crónica,Tony Hillerman,library_checkout_P0005995,Returned,P0005995
res_partner_karen,Karen Thompson Wiley,Embers,Vintage,crónica,SANDOR MARAI,library_checkout_P0005996,New,P0005996
res_partner_christopher,Christopher Dudley Snyder,Othello (3rd Series),Thomas Nelson Publishers,cuento,William Shakespeare,library_checkout_P0005997,Borrowed,P0005997
res_partner_kimberly,Kimberly Marks Brown,Leaving Home,New Amer Library,égloga,Garrison Keillor,library_checkout_P0005998,Returned,P0005998
res_partner_stacy,Stacy Hayes Scott,The Guardian,Warner Books,crónica,Nicholas Sparks,library_checkout_P0005999,Canceled,P0005999
res_partner_christopher,Christopher Dudley Snyder,Last Sword of Power (Stones of Power),Del Rey Books,novela,David Gemmell,library_checkout_P0006000,Returned,P0006000
res_partner_dawn,Dawn Ford Boyd,And the Sea Will Tell,W W Norton &amp,ensayo,Vincent Bugliosi,library_checkout_P0006001,New,P0006001
res_partner_joseph,Joseph Wiggins Day,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Dutton Books,crónica,Al Franken,library_checkout_P0006002,Returned,P0006002
res_partner_nathaniel,Nathaniel Nelson Williams,Chaser: A Novel in E-Mails,Candlewick Press (MA),ensayo,Michael J. Rosen,library_checkout_P0006003,Canceled,P0006003
res_partner_richard,Richard Black Randall,CUCKOO'S EGG,Pocket,cuento,Clifford Stoll,library_checkout_P0006004,Borrowed,P0006004
res_partner_william,William Rivera Willis,A Soldier of the Great War,Avon Books,crónica,Mark Helprin,library_checkout_P0006005,Returned,P0006005
res_partner_cameron,Cameron Gomez Bell,The Journey Home,Scholastic Paperbacks (Mm),novela,Isabelle Holland,library_checkout_P0006006,Borrowed,P0006006
res_partner_alicia,Alicia Mcmillan Day,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tyndale House Publishers,cuento,Tim Lahaye,library_checkout_P0006007,Returned,P0006007
res_partner_david,David Thomas Vazquez,Here on Earth,Berkley Publishing Group,crónica,Alice Hoffman,library_checkout_P0006008,Returned,P0006008
res_partner_tony,Tony Bishop Perkins,When the Wind Blows,Replica Books,carta,James Patterson,library_checkout_P0006009,Returned,P0006009
res_partner_sean,Sean Holland Horton,Congo,Ballantine Books,crónica,Michael Crichton,library_checkout_P0006010,New,P0006010
res_partner_michael,Michael Saunders Ray,Seabiscuit: An American Legend,Ballantine Books,novela,LAURA HILLENBRAND,library_checkout_P0006011,Canceled,P0006011
res_partner_drew,Drew Jones Trevino,The Brimstone Wedding,Penguin Books Ltd,crónica,Barbara Vine,library_checkout_P0006012,New,P0006012
res_partner_jeffrey,Jeffrey Taylor Gonzales,Secret History,Ballantine Books,cuento,DONNA TARTT,library_checkout_P0006013,Returned,P0006013
res_partner_amber,Amber Morris Zuniga,Blackwood Farm (The Vampire Chronicles),Alfred A. Knopf,carta,Anne Rice,library_checkout_P0006014,New,P0006014
res_partner_john,John Mercado Cook,Pearl in the Mist (Landry),Pocket,crónica,V.C. Andrews,library_checkout_P0006015,Canceled,P0006015
res_partner_deborah,Deborah Francis Mcdonald,"Last Dance, Last Chance (Ann Rule's Crime Files)",Pocket,égloga,Ann Rule,library_checkout_P0006016,Canceled,P0006016
res_partner_laurie,Laurie Parsons Patel,Popcorn,Thomas Dunne Books,crónica,Ben Elton,library_checkout_P0006017,Canceled,P0006017
res_partner_johnny,Johnny Haynes Banks,Fighter: The True Story of the Battle of Britain,Harper Mass Market Paperbacks (Mm),carta,Len Deighton,library_checkout_P0006018,Borrowed,P0006018
res_partner_daniel,Daniel Moore Morgan,Smilla's Sense of Snow,Island,carta,Peter Hoeg,library_checkout_P0006019,New,P0006019
res_partner_pedro,Pedro Lopez Rice,Where or When  : A Novel,Harvest Books,novela,Anita Shreve,library_checkout_P0006020,New,P0006020
res_partner_benjamin,Benjamin Coleman Flynn,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),Bantam Classics,crónica,L.M. MONTGOMERY,library_checkout_P0006021,Borrowed,P0006021
res_partner_alexandria,Alexandria Thomas Hood,Lying Awake,Alfred A. Knopf,ensayo,Mark Salzman,library_checkout_P0006022,New,P0006022
res_partner_chelsea,Chelsea Ruiz Elliott,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),New English Library,ensayo,Cyrano de Bergerac,library_checkout_P0006023,New,P0006023
res_partner_susan,Susan Williams White,Kamikaze Lust,Akashic Books,égloga,Lauren Sanders,library_checkout_P0006024,Borrowed,P0006024
res_partner_mario,Mario Lewis Miranda,Dead Ringer,HarperTorch,crónica,Lisa Scottoline,library_checkout_P0006025,Canceled,P0006025
res_partner_michael,Michael Shepherd Smith,The Partner,Dell Publishing Company,ensayo,John Grisham,library_checkout_P0006026,Borrowed,P0006026
res_partner_brent,Brent Weaver Pearson,"Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims",Onyx Books,carta,Charles Hickey,library_checkout_P0006027,Returned,P0006027
res_partner_leonard,Leonard Hood Turner,Rainbow the Stormy Life of Judy Garland,Ballantine Books,novela,Christopher Finch,library_checkout_P0006028,Returned,P0006028
res_partner_thomas,Thomas Salas Thomas,The Beach House,"Little, Brown",cuento,James Patterson,library_checkout_P0006029,Borrowed,P0006029
res_partner_cynthia,Cynthia Delacruz Rosario,The Bell Jar : A Novel (Perennial Classics),Perennial,cuento,Sylvia Plath,library_checkout_P0006030,New,P0006030
res_partner_walter,Walter Smith Torres,Hush,Onyx Books,ensayo,Anne Frasier,library_checkout_P0006031,Returned,P0006031
res_partner_kenneth,Kenneth Meyer Wright,Ill Wind (Anna Pigeon Mysteries (Paperback)),Avon Books,cuento,Nevada Barr,library_checkout_P0006032,Borrowed,P0006032
res_partner_gwendolyn,Gwendolyn Mcdonald Edwards,The Mist and the Magic (Harper Monogram),Harper Mass Market Paperbacks,crónica,Susan Wiggs,library_checkout_P0006033,Returned,P0006033
res_partner_michelle,Michelle Stewart Garcia,Blackmantle (Keltiad),Eos,égloga,Patricia Kennealy-Morrison,library_checkout_P0006034,Borrowed,P0006034
res_partner_krystal,Krystal Hernandez Watkins,A Monk Swimming,Hyperion,carta,Malachy McCourt,library_checkout_P0006035,Returned,P0006035
res_partner_madison,Madison Moreno Perkins,Angels &amp,A.S. BYATT,égloga,Insects : Two Novellas,library_checkout_P0006036,New,P0006036
res_partner_jorge,Jorge Davis Swanson,Prozac Nation: Young and Depressed in America : A Memoir,Riverhead Books,crónica,Elizabeth Wurtzel,library_checkout_P0006037,New,P0006037
res_partner_stacy,Stacy Johnson Sanchez,Rules of the Wild,Random House Inc,carta,Francesca Marciano,library_checkout_P0006038,Canceled,P0006038
res_partner_michelle,Michelle Dorsey Keith,The Client,Doubleday Books,égloga,John Grisham,library_checkout_P0006039,New,P0006039
res_partner_christine,Christine White Lee,Remembering Peter Gzowski : A Book of Tributes,Douglas Gibson Books,ensayo,EDNA BARKER,library_checkout_P0006040,Borrowed,P0006040
res_partner_lauren,Lauren David Moore,The Second Coming of Science: An Intimate Report on the New Science,North Atlantic Books,novela,Brian O'Leary,library_checkout_P0006041,Returned,P0006041
res_partner_janice,Janice Duffy Cardenas,The God of Small Things,Perennial,crónica,Arundhati Roy,library_checkout_P0006042,Borrowed,P0006042
res_partner_bryan,Bryan Mata Bailey,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Onyx Books,crónica,Martha Grimes,library_checkout_P0006043,Returned,P0006043
res_partner_whitney,Whitney Greene Davis,The Last Juror,Doubleday,cuento,John Grisham,library_checkout_P0006044,New,P0006044
res_partner_april,April Hall Li,Swimming in the Volcano: A Novel,Penguin Books,carta,Bob Shacochis,library_checkout_P0006045,Canceled,P0006045
res_partner_scott,Scott Johnson Owens,The Adventures of Augie March,Viking Books,carta,Saul Bellow,library_checkout_P0006046,New,P0006046
res_partner_eric,Eric Greer Harris,A Density of Souls,Miramax,novela,Christopher Rice,library_checkout_P0006047,Returned,P0006047
res_partner_brian,Brian Bennett Hernandez,Name &amp,Jane Sigaloff,crónica,Address Withheld (Red Dress Ink (Paperback)),library_checkout_P0006048,Returned,P0006048
res_partner_holly,Holly Brennan Patterson,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),Bantam Classics,crónica,L.M. MONTGOMERY,library_checkout_P0006049,Borrowed,P0006049
res_partner_daniel,Daniel Davis Chan,Care Packages : Letters to Christopher Reeve from Strangers and Other Friends,Random House,ensayo,DANA REEVE,library_checkout_P0006050,Canceled,P0006050
res_partner_tracy,Tracy Whitney Jackson,Celtic Myths and Legends,Lomond Books,cuento,Charles L. Squire,library_checkout_P0006051,Canceled,P0006051
res_partner_mary,Mary Booth Wallace,A Soldier of the Great War,Avon Books,crónica,Mark Helprin,library_checkout_P0006052,New,P0006052
res_partner_whitney,Whitney Greene Davis,A First Book of Shapes (Preschool Dinosaur Playhouse),Modern Publishing,ensayo,A. J. Wood,library_checkout_P0006053,New,P0006053
res_partner_pamela,Pamela Bernard Nelson,"Big Little Book of Irish Wit &amp; Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",Black Dog &amp,ensayo,Fergus Kelly,library_checkout_P0006054,Returned,P0006054
res_partner_tara,Tara Watson Young,There's a Spiritual Solution to Every Problem,HarperCollins,carta,Wayne W. Dyer,library_checkout_P0006055,New,P0006055
res_partner_mark,Mark Campbell Rose,A Little Princess,Pages Publishing Group,ensayo,Frances Hodgson  Burnett,library_checkout_P0006056,Returned,P0006056
res_partner_edward,Edward Gardner Miller,The Importance of Being Earnest,Avon,égloga,Oscar Wilde,library_checkout_P0006057,Borrowed,P0006057
res_partner_christian,Christian Smith Hughes,Hocus Pocus,Berkley Publishing Group,carta,Kurt Vonnegut,library_checkout_P0006058,New,P0006058
res_partner_sherry,Sherry Gray Thomas,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp,Norman Lindsay,égloga,Sam Sawnoff (New York Review Children's Collection),library_checkout_P0006059,Canceled,P0006059
res_partner_teresa,Teresa Bryant Andrade,Only Love (Magical Love),Berkley Publishing Group,égloga,Erich Segal,library_checkout_P0006060,Canceled,P0006060
res_partner_christopher,Christopher Harrell Nelson,A STRING OF CHANCES (String of Chances Nrf),Atheneum,carta,Phyllis Reynolds Naylor,library_checkout_P0006061,Borrowed,P0006061
res_partner_john,John Thomas Thompson,A polar bear called Pingo,Childrens Press,égloga,Ilona Koidahl,library_checkout_P0006062,New,P0006062
res_partner_kimberly,Kimberly Jenkins Davis,Material Witness,Signet Book,carta,Robert K. Tanenbaum,library_checkout_P0006063,New,P0006063
res_partner_billy,Billy Schroeder Arroyo,Das Parfum: Die Geschichte Eines Morders,Distribooks Inc,égloga,Patrick Suskind,library_checkout_P0006064,Returned,P0006064
res_partner_bryce,Bryce Gutierrez Decker,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tyndale House Publishers,cuento,Tim Lahaye,library_checkout_P0006065,Canceled,P0006065
res_partner_steven,Steven Price Moss,A Thousand Acres (Ballantine Reader's Circle),Ballantine Books,égloga,JANE SMILEY,library_checkout_P0006066,Returned,P0006066
res_partner_maria,Maria Clark Hernandez,OUT OF THE SILENT PLANET,Scribner,novela,C.S. Lewis,library_checkout_P0006067,New,P0006067
res_partner_vincent,Vincent Branch Walker,The Guardian,Warner Books,crónica,Nicholas Sparks,library_checkout_P0006068,New,P0006068
res_partner_maria,Maria Clark Hernandez,Kissing in Manhattan,Delta,ensayo,DAVID SCHICKLER,library_checkout_P0006069,Borrowed,P0006069
res_partner_jennifer,Jennifer Riley Lee,Haroun and the Sea of Stories,Penguin Putnam~trade,novela,Salman Rushdie,library_checkout_P0006070,New,P0006070
res_partner_gina,Gina Gonzalez Thomas,Chaser: A Novel in E-Mails,Candlewick Press (MA),ensayo,Michael J. Rosen,library_checkout_P0006071,New,P0006071
res_partner_bradley,Bradley Sims Garcia,Cold Iron,Roc,crónica,Melisa Michaels,library_checkout_P0006072,Canceled,P0006072
res_partner_katherine,Katherine Lyons Collins,How to Draw Celtic Knotwork: A Practical Handbook,Brockhampton Press,carta,Andy Sloss,library_checkout_P0006073,New,P0006073
res_partner_joseph,Joseph Rasmussen Johnson,"Between The Sheets (Harlequin Temptation, No 607)",Harlequin,carta,Mallory Rush,library_checkout_P0006074,New,P0006074
res_partner_robert,Robert Lara Young,In Love &amp,Alice Walker,novela,Trouble: Stories of Black Women,library_checkout_P0006075,Borrowed,P0006075
res_partner_timothy,Timothy Williams Saunders,Angelas Ashes,Harpercollins Uk,égloga,Frank Mccourt,library_checkout_P0006076,Canceled,P0006076
res_partner_jackie,Jackie Mcmahon Brown,Getting Well Again,Bantam,cuento,O. Carol Simonton Md,library_checkout_P0006077,New,P0006077
res_partner_stephanie,Stephanie Johnson Mora,Summerland,Miramax Kids,novela,Michael Chabon,library_checkout_P0006078,New,P0006078
res_partner_david,David Roberts Hernandez,Nightchild (Gollancz SF S.),Gollancz,novela,James Barclay,library_checkout_P0006079,New,P0006079
res_partner_paula,Paula Delacruz Turner,The Angel Is Near,St. Martin's Press,ensayo,Deepak Chopra,library_checkout_P0006080,New,P0006080
res_partner_david,David Roberts Hernandez,The Sorrows of Young Werther (Penguin Classics),Penguin Books,ensayo,Johann Wolfgang Von Goethe,library_checkout_P0006081,New,P0006081
res_partner_amanda,Amanda Shannon Thomas,The Scarlet Letter,Bantam,novela,NATHANIEL HAWTHORNE,library_checkout_P0006082,Borrowed,P0006082
res_partner_leah,Leah Brown Johnson,A Year by the Sea: Thoughts of an Unfinished Woman,Broadway Books,égloga,Joan Anderson,library_checkout_P0006083,Returned,P0006083
res_partner_tami,Tami Burke Cooke,Your Blues Ain't Like Mine,Ballantine Books,cuento,BEBE MOORE CAMPBELL,library_checkout_P0006084,Borrowed,P0006084
res_partner_william,William Rivera Willis,Cavedweller,Plume Books,novela,Dorothy Allison,library_checkout_P0006085,Borrowed,P0006085
res_partner_jessica,Jessica Blair Wells,The Handmaid's Tale,Fawcett Books,égloga,Margaret Atwood,library_checkout_P0006086,New,P0006086
res_partner_debbie,Debbie Clark Young,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),Del Rey Books,novela,J. R. R. Tolkien,library_checkout_P0006087,Returned,P0006087
res_partner_sarah,Sarah Wheeler Ruiz,Shopgirl,Hyperion,novela,Steve Martin,library_checkout_P0006088,Canceled,P0006088
res_partner_carolyn,Carolyn Oconnell Mclaughlin,Vinegar Hill (Oprah's Book Club (Paperback)),Perennial,carta,A. Manette Ansay,library_checkout_P0006089,Returned,P0006089
res_partner_laura,Laura Reed Fritz,"Sarajevo, maybe (Anni Novanta/Feltrinelli)",Feltrinelli,cuento,Gianfranco Bettin,library_checkout_P0006090,Borrowed,P0006090
res_partner_april,April Hall Li,All New Great American Favorite Brand Name Cookbook,Publications International,cuento,Ltd Editorial Staff Publication International,library_checkout_P0006091,Canceled,P0006091
res_partner_marie,Marie Warren Mccarthy,The Phantom of the Opera (Signet Classics (Paperback)),Signet Classics,novela,Gaston Leroux,library_checkout_P0006092,Borrowed,P0006092
res_partner_james,James Gardner Merritt,Stranger in a Strange Land,Berkley Publishing Group,égloga,Robert A. Heinlein,library_checkout_P0006093,Returned,P0006093
